q,p,deg_p,class_count,U,E,levels_scanned,incomplete_levels,largest_incomplete_degree,vectors_visited,result_directory,result_file
4,T^4 + T^2 + (a + 1)*T + a,4,17,5,4,89,30,3,4734687,results/q4,p_T4_T2_ap1_T_a.json
4,T^4 + T^2 + a*T + 1,4,17,5,4,89,30,3,4734687,results/q4,p_T4_T2_a_T_1.json
4,T^4 + T^2 + a*T + a + 1,4,17,5,4,89,30,3,4734687,results/q4,p_T4_T2_a_T_ap1.json
4,T^4 + T^3 + (a + 1)*T + 1,4,17,5,5,89,30,4,4734687,results/q4,p_T4_T3_ap1_T_1.json
4,T^4 + T^3 + (a + 1)*T^2 + (a + 1)*T + a,4,17,5,5,89,31,4,4734687,results/q4,p_T4_T3_ap1_T2_ap1_T_a.json
4,T^4 + T^3 + (a + 1)*T^2 + (a + 1)*T + a + 1,4,17,5,5,89,31,4,4734687,results/q4,p_T4_T3_ap1_T2_ap1_T_ap1.json
4,T^4 + T^3 + (a + 1)*T^2 + T + 1,4,17,5,5,89,30,4,4734687,results/q4,p_T4_T3_ap1_T2_T_1.json
4,T^4 + T^3 + (a + 1)*T^2 + a,4,17,5,5,89,30,4,4734687,results/q4,p_T4_T3_ap1_T2_a.json
4,T^4 + T^3 + T + a,4,17,5,5,89,31,4,4734687,results/q4,p_T4_T3_T_a.json
4,T^4 + T^3 + T + a + 1,4,17,5,5,89,31,4,4734687,results/q4,p_T4_T3_T_ap1.json
4,T^4 + T^3 + T^2 + (a + 1)*T + a + 1,4,17,5,5,89,30,4,4734687,results/q4,p_T4_T3_T2_ap1_T_ap1.json
4,T^4 + T^3 + T^2 + a,4,17,5,5,89,31,4,4734687,results/q4,p_T4_T3_T2_a.json
4,T^4 + T^3 + T^2 + a + 1,4,17,5,5,89,31,4,4734687,results/q4,p_T4_T3_T2_ap1.json
4,T^4 + T^3 + T^2 + a*T + a,4,17,5,5,89,30,4,4734687,results/q4,p_T4_T3_T2_a_T_a.json
4,T^4 + T^3 + a*T + 1,4,17,5,5,89,30,4,4734687,results/q4,p_T4_T3_a_T_1.json
4,T^4 + T^3 + a*T^2 + T + 1,4,17,5,5,89,30,4,4734687,results/q4,p_T4_T3_a_T2_T_1.json
4,T^4 + T^3 + a*T^2 + a + 1,4,17,5,5,89,30,4,4734687,results/q4,p_T4_T3_a_T2_ap1.json
4,T^4 + T^3 + a*T^2 + a*T + a,4,17,5,5,89,31,4,4734687,results/q4,p_T4_T3_a_T2_a_T_a.json
4,T^4 + T^3 + a*T^2 + a*T + a + 1,4,17,5,5,89,31,4,4734687,results/q4,p_T4_T3_a_T2_a_T_ap1.json
4,T^4 + a*T^2 + (a + 1)*T + 1,4,17,5,4,89,30,3,4734687,results/q4,p_T4_a_T2_ap1_T_1.json
4,T^4 + a*T^2 + (a + 1)*T + a + 1,4,17,5,4,89,30,3,4734687,results/q4,p_T4_a_T2_ap1_T_ap1.json
4,T^4 + a*T^2 + a*T + a,4,17,5,4,89,30,3,4734687,results/q4,p_T4_a_T2_a_T_a.json
4,T^4 + a*T^2 + a*T + a + 1,4,17,5,4,89,30,3,4734687,results/q4,p_T4_a_T2_a_T_ap1.json
4,T^4 + a*T^3 + (a + 1)*T + a,4,17,5,5,89,30,4,4734687,results/q4,p_T4_a_T3_ap1_T_a.json
4,T^4 + a*T^3 + (a + 1)*T^2 + (a + 1)*T + 1,4,17,5,5,89,30,4,4734687,results/q4,p_T4_a_T3_ap1_T2_ap1_T_1.json
4,T^4 + a*T^3 + (a + 1)*T^2 + 1,4,17,5,5,89,31,4,4734687,results/q4,p_T4_a_T3_ap1_T2_1.json
4,T^4 + a*T^3 + (a + 1)*T^2 + a + 1,4,17,5,5,89,31,4,4734687,results/q4,p_T4_a_T3_ap1_T2_ap1.json
4,T^4 + a*T^3 + (a + 1)*T^2 + a*T + a + 1,4,17,5,5,89,30,4,4734687,results/q4,p_T4_a_T3_ap1_T2_a_T_ap1.json
4,T^4 + a*T^3 + T + 1,4,17,5,5,89,31,4,4734687,results/q4,p_T4_a_T3_T_1.json
4,T^4 + a*T^3 + T + a + 1,4,17,5,5,89,31,4,4734687,results/q4,p_T4_a_T3_T_ap1.json
4,T^4 + a*T^3 + T^2 + 1,4,17,5,5,89,30,4,4734687,results/q4,p_T4_a_T3_T2_1.json
4,T^4 + a*T^3 + T^2 + T + a,4,17,5,5,89,30,4,4734687,results/q4,p_T4_a_T3_T2_T_a.json
4,T^4 + a*T^3 + T^2 + a*T + 1,4,17,5,5,89,31,4,4734687,results/q4,p_T4_a_T3_T2_a_T_1.json
4,T^4 + a*T^3 + T^2 + a*T + a + 1,4,17,5,5,89,31,4,4734687,results/q4,p_T4_a_T3_T2_a_T_ap1.json
4,T^4 + a*T^3 + a*T + a,4,17,5,5,89,30,4,4734687,results/q4,p_T4_a_T3_a_T_a.json
4,T^4 + a*T^3 + a*T^2 + (a + 1)*T + 1,4,17,5,5,89,31,4,4734687,results/q4,p_T4_a_T3_a_T2_ap1_T_1.json
4,T^4 + a*T^3 + a*T^2 + (a + 1)*T + a + 1,4,17,5,5,89,31,4,4734687,results/q4,p_T4_a_T3_a_T2_ap1_T_ap1.json
4,T^4 + a*T^3 + a*T^2 + T + a,4,17,5,5,89,30,4,4734687,results/q4,p_T4_a_T3_a_T2_T_a.json
4,T^4 + a*T^3 + a*T^2 + a + 1,4,17,5,5,89,30,4,4734687,results/q4,p_T4_a_T3_a_T2_ap1.json
5,T,1,1,1,1,0,0,,0,results/q5_low_degree,p_T.json
5,T + 1,1,1,1,1,0,0,,0,results/q5_low_degree,p_T_1.json
5,T + 2,1,1,1,1,0,0,,0,results/q5_low_degree,p_T_2.json
5,T + 3,1,1,1,1,0,0,,0,results/q5_low_degree,p_T_3.json
5,T + 4,1,1,1,1,0,0,,0,results/q5_low_degree,p_T_4.json
5,T^2 + 2,2,1,1,1,0,0,,0,results/q5_low_degree,p_T2_2.json
5,T^2 + 2*T + 3,2,1,1,1,0,0,,0,results/q5_low_degree,p_T2_2_T_3.json
5,T^2 + 2*T + 4,2,1,1,1,0,0,,0,results/q5_low_degree,p_T2_2_T_4.json
5,T^2 + 3,2,1,1,1,0,0,,0,results/q5_low_degree,p_T2_3.json
5,T^2 + 3*T + 3,2,1,1,1,0,0,,0,results/q5_low_degree,p_T2_3_T_3.json
5,T^2 + 3*T + 4,2,1,1,1,0,0,,0,results/q5_low_degree,p_T2_3_T_4.json
5,T^2 + 4*T + 1,2,1,1,1,0,0,,0,results/q5_low_degree,p_T2_4_T_1.json
5,T^2 + 4*T + 2,2,1,1,1,0,0,,0,results/q5_low_degree,p_T2_4_T_2.json
5,T^2 + T + 1,2,1,1,1,0,0,,0,results/q5_low_degree,p_T2_T_1.json
5,T^2 + T + 2,2,1,1,1,0,0,,0,results/q5_low_degree,p_T2_T_2.json
5,T^3 + 2*T + 1,3,6,6,4,828,40,3,9853104,results/q5_degree3_compact,p_T3_2_T_1.compact.json
5,T^3 + 2*T + 4,3,6,6,4,828,40,3,9853104,results/q5_degree3_compact,p_T3_2_T_4.compact.json
5,T^3 + 2*T^2 + 1,3,6,6,4,828,40,3,9853104,results/q5_degree3_compact,p_T3_2_T2_1.compact.json
5,T^3 + 2*T^2 + 2*T + 2,3,6,6,4,828,40,3,9853104,results/q5_degree3_compact,p_T3_2_T2_2_T_2.compact.json
5,T^3 + 2*T^2 + 2*T + 3,3,6,6,4,828,40,3,9853104,results/q5_degree3_compact,p_T3_2_T2_2_T_3.compact.json
5,T^3 + 2*T^2 + 3,3,6,6,4,828,40,3,9853104,results/q5_degree3_compact,p_T3_2_T2_3.compact.json
5,T^3 + 2*T^2 + 4*T + 2,3,6,6,4,828,40,3,9853104,results/q5_degree3_compact,p_T3_2_T2_4_T_2.compact.json
5,T^3 + 2*T^2 + 4*T + 4,3,6,6,4,828,40,3,9853104,results/q5_degree3_compact,p_T3_2_T2_4_T_4.compact.json
5,T^3 + 2*T^2 + T + 3,3,6,6,4,828,40,3,9853104,results/q5_degree3_compact,p_T3_2_T2_T_3.compact.json
5,T^3 + 2*T^2 + T + 4,3,6,6,4,828,40,3,9853104,results/q5_degree3_compact,p_T3_2_T2_T_4.compact.json
5,T^3 + 3*T + 2,3,6,6,4,828,40,3,9853104,results/q5_degree3_compact,p_T3_3_T_2.compact.json
5,T^3 + 3*T + 3,3,6,6,4,828,40,3,9853104,results/q5_degree3_compact,p_T3_3_T_3.compact.json
5,T^3 + 3*T^2 + 2,3,6,6,4,828,40,3,9853104,results/q5_degree3_compact,p_T3_3_T2_2.compact.json
5,T^3 + 3*T^2 + 2*T + 2,3,6,6,4,828,40,3,9853104,results/q5_degree3_compact,p_T3_3_T2_2_T_2.compact.json
5,T^3 + 3*T^2 + 2*T + 3,3,6,6,4,828,40,3,9853104,results/q5_degree3_compact,p_T3_3_T2_2_T_3.compact.json
5,T^3 + 3*T^2 + 4,3,6,6,4,828,40,3,9853104,results/q5_degree3_compact,p_T3_3_T2_4.compact.json
5,T^3 + 3*T^2 + 4*T + 1,3,6,6,4,828,40,3,9853104,results/q5_degree3_compact,p_T3_3_T2_4_T_1.compact.json
5,T^3 + 3*T^2 + 4*T + 3,3,6,6,4,828,40,3,9853104,results/q5_degree3_compact,p_T3_3_T2_4_T_3.compact.json
5,T^3 + 3*T^2 + T + 1,3,6,6,4,828,40,3,9853104,results/q5_degree3_compact,p_T3_3_T2_T_1.compact.json
5,T^3 + 3*T^2 + T + 2,3,6,6,4,828,40,3,9853104,results/q5_degree3_compact,p_T3_3_T2_T_2.compact.json
5,T^3 + 4*T + 2,3,6,6,4,828,40,3,9853104,results/q5_degree3_compact,p_T3_4_T_2.compact.json
5,T^3 + 4*T + 3,3,6,6,4,828,40,3,9853104,results/q5_degree3_compact,p_T3_4_T_3.compact.json
5,T^3 + 4*T^2 + 3,3,6,6,4,828,40,3,9853104,results/q5_degree3_compact,p_T3_4_T2_3.compact.json
5,T^3 + 4*T^2 + 3*T + 1,3,6,6,4,828,40,3,9853104,results/q5_degree3_compact,p_T3_4_T2_3_T_1.compact.json
5,T^3 + 4*T^2 + 3*T + 4,3,6,6,4,828,40,3,9853104,results/q5_degree3_compact,p_T3_4_T2_3_T_4.compact.json
5,T^3 + 4*T^2 + 4,3,6,6,4,828,40,3,9853104,results/q5_degree3_compact,p_T3_4_T2_4.compact.json
5,T^3 + 4*T^2 + 4*T + 2,3,6,6,4,828,40,3,9853104,results/q5_degree3_compact,p_T3_4_T2_4_T_2.compact.json
5,T^3 + 4*T^2 + 4*T + 4,3,6,6,4,828,40,3,9853104,results/q5_degree3_compact,p_T3_4_T2_4_T_4.compact.json
5,T^3 + 4*T^2 + T + 1,3,6,6,4,828,40,3,9853104,results/q5_degree3_compact,p_T3_4_T2_T_1.compact.json
5,T^3 + 4*T^2 + T + 2,3,6,6,4,828,40,3,9853104,results/q5_degree3_compact,p_T3_4_T2_T_2.compact.json
5,T^3 + T + 1,3,6,6,4,828,40,3,9853104,results/q5_degree3_compact,p_T3_T_1.compact.json
5,T^3 + T + 4,3,6,6,4,828,40,3,9853104,results/q5_degree3_compact,p_T3_T_4.compact.json
5,T^3 + T^2 + 1,3,6,6,4,828,40,3,9853104,results/q5_degree3_compact,p_T3_T2_1.compact.json
5,T^3 + T^2 + 2,3,6,6,4,828,40,3,9853104,results/q5_degree3_compact,p_T3_T2_2.compact.json
5,T^3 + T^2 + 3*T + 1,3,6,6,4,828,40,3,9853104,results/q5_degree3_compact,p_T3_T2_3_T_1.compact.json
5,T^3 + T^2 + 3*T + 4,3,6,6,4,828,40,3,9853104,results/q5_degree3_compact,p_T3_T2_3_T_4.compact.json
5,T^3 + T^2 + 4*T + 1,3,6,6,4,828,40,3,9853104,results/q5_degree3_compact,p_T3_T2_4_T_1.compact.json
5,T^3 + T^2 + 4*T + 3,3,6,6,4,828,40,3,9853104,results/q5_degree3_compact,p_T3_T2_4_T_3.compact.json
5,T^3 + T^2 + T + 3,3,6,6,4,828,40,3,9853104,results/q5_degree3_compact,p_T3_T2_T_3.compact.json
5,T^3 + T^2 + T + 4,3,6,6,4,828,40,3,9853104,results/q5_degree3_compact,p_T3_T2_T_4.compact.json
5,T^4 + 2,4,26,5,4,204,55,3,27421524,results/q5_degree4_compact,p_T4_2.compact.json
5,T^4 + 2*T + 4,4,26,5,4,204,51,3,27421524,results/q5_degree4_compact,p_T4_2_T_4.compact.json
5,T^4 + 2*T^2 + 2*T + 1,4,26,5,4,204,47,3,27421524,results/q5_degree4_compact,p_T4_2_T2_2_T_1.compact.json
5,T^4 + 2*T^2 + 2*T + 3,4,26,5,5,204,55,4,27421524,results/q5_degree4_compact,p_T4_2_T2_2_T_3.compact.json
5,T^4 + 2*T^2 + 3,4,26,5,4,204,55,3,27421524,results/q5_degree4_compact,p_T4_2_T2_3.compact.json
5,T^4 + 2*T^2 + 3*T + 1,4,26,5,4,204,47,3,27421524,results/q5_degree4_compact,p_T4_2_T2_3_T_1.compact.json
5,T^4 + 2*T^2 + 3*T + 3,4,26,5,5,204,55,4,27421524,results/q5_degree4_compact,p_T4_2_T2_3_T_3.compact.json
5,T^4 + 2*T^3 + 2*T + 1,4,26,5,4,204,54,3,27421524,results/q5_degree4_compact,p_T4_2_T3_2_T_1.compact.json
5,T^4 + 2*T^3 + 2*T + 2,4,26,5,4,204,54,3,27421524,results/q5_degree4_compact,p_T4_2_T3_2_T_2.compact.json
5,T^4 + 2*T^3 + 2*T^2 + 1,4,26,5,4,204,47,3,27421524,results/q5_degree4_compact,p_T4_2_T3_2_T2_1.compact.json
5,T^4 + 2*T^3 + 2*T^2 + 2*T + 2,4,26,5,4,204,47,3,27421524,results/q5_degree4_compact,p_T4_2_T3_2_T2_2_T_2.compact.json
5,T^4 + 2*T^3 + 2*T^2 + 2*T + 4,4,26,5,5,204,55,4,27421524,results/q5_degree4_compact,p_T4_2_T3_2_T2_2_T_4.compact.json
5,T^4 + 2*T^3 + 2*T^2 + 3,4,26,5,5,204,55,4,27421524,results/q5_degree4_compact,p_T4_2_T3_2_T2_3.compact.json
5,T^4 + 2*T^3 + 2*T^2 + T + 1,4,26,5,4,204,55,3,27421524,results/q5_degree4_compact,p_T4_2_T3_2_T2_T_1.compact.json
5,T^4 + 2*T^3 + 3*T + 3,4,26,5,4,204,51,3,27421524,results/q5_degree4_compact,p_T4_2_T3_3_T_3.compact.json
5,T^4 + 2*T^3 + 3*T^2 + 2,4,26,5,4,204,51,3,27421524,results/q5_degree4_compact,p_T4_2_T3_3_T2_2.compact.json
5,T^4 + 2*T^3 + 3*T^2 + 2*T + 4,4,26,5,4,204,53,3,27421524,results/q5_degree4_compact,p_T4_2_T3_3_T2_2_T_4.compact.json
5,T^4 + 2*T^3 + 3*T^2 + 3*T + 2,4,26,5,4,204,54,3,27421524,results/q5_degree4_compact,p_T4_2_T3_3_T2_3_T_2.compact.json
5,T^4 + 2*T^3 + 3*T^2 + 3*T + 3,4,26,5,4,204,54,3,27421524,results/q5_degree4_compact,p_T4_2_T3_3_T2_3_T_3.compact.json
5,T^4 + 2*T^3 + 3*T^2 + 4*T + 4,4,26,5,4,204,51,3,27421524,results/q5_degree4_compact,p_T4_2_T3_3_T2_4_T_4.compact.json
5,T^4 + 2*T^3 + 3*T^2 + T + 1,4,26,5,4,204,54,3,27421524,results/q5_degree4_compact,p_T4_2_T3_3_T2_T_1.compact.json
5,T^4 + 2*T^3 + 3*T^2 + T + 2,4,26,5,4,204,54,3,27421524,results/q5_degree4_compact,p_T4_2_T3_3_T2_T_2.compact.json
5,T^4 + 2*T^3 + 4,4,26,5,4,204,51,3,27421524,results/q5_degree4_compact,p_T4_2_T3_4.compact.json
5,T^4 + 2*T^3 + 4*T + 2,4,26,5,4,204,53,3,27421524,results/q5_degree4_compact,p_T4_2_T3_4_T_2.compact.json
5,T^4 + 2*T^3 + 4*T^2 + 1,4,26,5,4,204,51,3,27421524,results/q5_degree4_compact,p_T4_2_T3_4_T2_1.compact.json
5,T^4 + 2*T^3 + 4*T^2 + 2*T + 2,4,26,5,4,204,51,3,27421524,results/q5_degree4_compact,p_T4_2_T3_4_T2_2_T_2.compact.json
5,T^4 + 2*T^3 + 4*T^2 + 3*T + 3,4,26,5,4,204,55,3,27421524,results/q5_degree4_compact,p_T4_2_T3_4_T2_3_T_3.compact.json
5,T^4 + 2*T^3 + 4*T^2 + 3*T + 4,4,26,5,4,204,51,3,27421524,results/q5_degree4_compact,p_T4_2_T3_4_T2_3_T_4.compact.json
5,T^4 + 2*T^3 + 4*T^2 + 4*T + 3,4,26,5,4,204,51,3,27421524,results/q5_degree4_compact,p_T4_2_T3_4_T2_4_T_3.compact.json
5,T^4 + 2*T^3 + 4*T^2 + T + 4,4,26,5,4,204,51,3,27421524,results/q5_degree4_compact,p_T4_2_T3_4_T2_T_4.compact.json
5,T^4 + 2*T^3 + T + 3,4,26,5,4,204,54,3,27421524,results/q5_degree4_compact,p_T4_2_T3_T_3.compact.json
5,T^4 + 2*T^3 + T + 4,4,26,5,4,204,54,3,27421524,results/q5_degree4_compact,p_T4_2_T3_T_4.compact.json
5,T^4 + 2*T^3 + T^2 + 2,4,26,5,4,204,55,3,27421524,results/q5_degree4_compact,p_T4_2_T3_T2_2.compact.json
5,T^4 + 2*T^3 + T^2 + 2*T + 1,4,26,5,4,204,47,3,27421524,results/q5_degree4_compact,p_T4_2_T3_T2_2_T_1.compact.json
5,T^4 + 2*T^3 + T^2 + 2*T + 3,4,26,5,5,204,55,4,27421524,results/q5_degree4_compact,p_T4_2_T3_T2_2_T_3.compact.json
5,T^4 + 2*T^3 + T^2 + 3*T + 1,4,26,5,5,204,55,4,27421524,results/q5_degree4_compact,p_T4_2_T3_T2_3_T_1.compact.json
5,T^4 + 2*T^3 + T^2 + 3*T + 4,4,26,5,4,204,47,3,27421524,results/q5_degree4_compact,p_T4_2_T3_T2_3_T_4.compact.json
5,T^4 + 3,4,26,5,4,204,51,3,27421524,results/q5_degree4_compact,p_T4_3.compact.json
5,T^4 + 3*T + 4,4,26,5,4,204,51,3,27421524,results/q5_degree4_compact,p_T4_3_T_4.compact.json
5,T^4 + 3*T^2 + 3,4,26,5,4,204,55,3,27421524,results/q5_degree4_compact,p_T4_3_T2_3.compact.json
5,T^4 + 3*T^2 + 4*T + 1,4,26,5,4,204,47,3,27421524,results/q5_degree4_compact,p_T4_3_T2_4_T_1.compact.json
5,T^4 + 3*T^2 + 4*T + 3,4,26,5,5,204,55,4,27421524,results/q5_degree4_compact,p_T4_3_T2_4_T_3.compact.json
5,T^4 + 3*T^2 + T + 1,4,26,5,4,204,47,3,27421524,results/q5_degree4_compact,p_T4_3_T2_T_1.compact.json
5,T^4 + 3*T^2 + T + 3,4,26,5,5,204,55,4,27421524,results/q5_degree4_compact,p_T4_3_T2_T_3.compact.json
5,T^4 + 3*T^3 + 2*T + 3,4,26,5,4,204,51,3,27421524,results/q5_degree4_compact,p_T4_3_T3_2_T_3.compact.json
5,T^4 + 3*T^3 + 2*T^2 + 1,4,26,5,4,204,47,3,27421524,results/q5_degree4_compact,p_T4_3_T3_2_T2_1.compact.json
5,T^4 + 3*T^3 + 2*T^2 + 3,4,26,5,5,204,55,4,27421524,results/q5_degree4_compact,p_T4_3_T3_2_T2_3.compact.json
5,T^4 + 3*T^3 + 2*T^2 + 3*T + 2,4,26,5,4,204,47,3,27421524,results/q5_degree4_compact,p_T4_3_T3_2_T2_3_T_2.compact.json
5,T^4 + 3*T^3 + 2*T^2 + 3*T + 4,4,26,5,5,204,55,4,27421524,results/q5_degree4_compact,p_T4_3_T3_2_T2_3_T_4.compact.json
5,T^4 + 3*T^3 + 2*T^2 + 4*T + 1,4,26,5,4,204,55,3,27421524,results/q5_degree4_compact,p_T4_3_T3_2_T2_4_T_1.compact.json
5,T^4 + 3*T^3 + 3*T + 1,4,26,5,4,204,54,3,27421524,results/q5_degree4_compact,p_T4_3_T3_3_T_1.compact.json
5,T^4 + 3*T^3 + 3*T + 2,4,26,5,4,204,54,3,27421524,results/q5_degree4_compact,p_T4_3_T3_3_T_2.compact.json
5,T^4 + 3*T^3 + 3*T^2 + 2,4,26,5,4,204,51,3,27421524,results/q5_degree4_compact,p_T4_3_T3_3_T2_2.compact.json
5,T^4 + 3*T^3 + 3*T^2 + 2*T + 2,4,26,5,4,204,54,3,27421524,results/q5_degree4_compact,p_T4_3_T3_3_T2_2_T_2.compact.json
5,T^4 + 3*T^3 + 3*T^2 + 2*T + 3,4,26,5,4,204,54,3,27421524,results/q5_degree4_compact,p_T4_3_T3_3_T2_2_T_3.compact.json
5,T^4 + 3*T^3 + 3*T^2 + 3*T + 4,4,26,5,4,204,53,3,27421524,results/q5_degree4_compact,p_T4_3_T3_3_T2_3_T_4.compact.json
5,T^4 + 3*T^3 + 3*T^2 + 4*T + 1,4,26,5,4,204,54,3,27421524,results/q5_degree4_compact,p_T4_3_T3_3_T2_4_T_1.compact.json
5,T^4 + 3*T^3 + 3*T^2 + 4*T + 2,4,26,5,4,204,54,3,27421524,results/q5_degree4_compact,p_T4_3_T3_3_T2_4_T_2.compact.json
5,T^4 + 3*T^3 + 3*T^2 + T + 4,4,26,5,4,204,51,3,27421524,results/q5_degree4_compact,p_T4_3_T3_3_T2_T_4.compact.json
5,T^4 + 3*T^3 + 4,4,26,5,4,204,51,3,27421524,results/q5_degree4_compact,p_T4_3_T3_4.compact.json
5,T^4 + 3*T^3 + 4*T + 3,4,26,5,4,204,54,3,27421524,results/q5_degree4_compact,p_T4_3_T3_4_T_3.compact.json
5,T^4 + 3*T^3 + 4*T + 4,4,26,5,4,204,54,3,27421524,results/q5_degree4_compact,p_T4_3_T3_4_T_4.compact.json
5,T^4 + 3*T^3 + 4*T^2 + 1,4,26,5,4,204,51,3,27421524,results/q5_degree4_compact,p_T4_3_T3_4_T2_1.compact.json
5,T^4 + 3*T^3 + 4*T^2 + 2*T + 3,4,26,5,4,204,55,3,27421524,results/q5_degree4_compact,p_T4_3_T3_4_T2_2_T_3.compact.json
5,T^4 + 3*T^3 + 4*T^2 + 2*T + 4,4,26,5,4,204,51,3,27421524,results/q5_degree4_compact,p_T4_3_T3_4_T2_2_T_4.compact.json
5,T^4 + 3*T^3 + 4*T^2 + 3*T + 2,4,26,5,4,204,51,3,27421524,results/q5_degree4_compact,p_T4_3_T3_4_T2_3_T_2.compact.json
5,T^4 + 3*T^3 + 4*T^2 + 4*T + 4,4,26,5,4,204,51,3,27421524,results/q5_degree4_compact,p_T4_3_T3_4_T2_4_T_4.compact.json
5,T^4 + 3*T^3 + 4*T^2 + T + 3,4,26,5,4,204,51,3,27421524,results/q5_degree4_compact,p_T4_3_T3_4_T2_T_3.compact.json
5,T^4 + 3*T^3 + T + 2,4,26,5,4,204,53,3,27421524,results/q5_degree4_compact,p_T4_3_T3_T_2.compact.json
5,T^4 + 3*T^3 + T^2 + 2,4,26,5,4,204,55,3,27421524,results/q5_degree4_compact,p_T4_3_T3_T2_2.compact.json
5,T^4 + 3*T^3 + T^2 + 2*T + 1,4,26,5,5,204,55,4,27421524,results/q5_degree4_compact,p_T4_3_T3_T2_2_T_1.compact.json
5,T^4 + 3*T^3 + T^2 + 2*T + 4,4,26,5,4,204,47,3,27421524,results/q5_degree4_compact,p_T4_3_T3_T2_2_T_4.compact.json
5,T^4 + 3*T^3 + T^2 + 3*T + 1,4,26,5,4,204,47,3,27421524,results/q5_degree4_compact,p_T4_3_T3_T2_3_T_1.compact.json
5,T^4 + 3*T^3 + T^2 + 3*T + 3,4,26,5,5,204,55,4,27421524,results/q5_degree4_compact,p_T4_3_T3_T2_3_T_3.compact.json
5,T^4 + 4*T + 4,4,26,5,4,204,51,3,27421524,results/q5_degree4_compact,p_T4_4_T_4.compact.json
5,T^4 + 4*T^2 + 2,4,26,5,4,204,53,3,27421524,results/q5_degree4_compact,p_T4_4_T2_2.compact.json
5,T^4 + 4*T^2 + 2*T + 1,4,26,5,4,204,51,3,27421524,results/q5_degree4_compact,p_T4_4_T2_2_T_1.compact.json
5,T^4 + 4*T^2 + 3*T + 1,4,26,5,4,204,51,3,27421524,results/q5_degree4_compact,p_T4_4_T2_3_T_1.compact.json
5,T^4 + 4*T^2 + 4*T + 2,4,26,5,4,204,54,3,27421524,results/q5_degree4_compact,p_T4_4_T2_4_T_2.compact.json
5,T^4 + 4*T^2 + 4*T + 3,4,26,5,4,204,54,3,27421524,results/q5_degree4_compact,p_T4_4_T2_4_T_3.compact.json
5,T^4 + 4*T^2 + T + 2,4,26,5,4,204,54,3,27421524,results/q5_degree4_compact,p_T4_4_T2_T_2.compact.json
5,T^4 + 4*T^2 + T + 3,4,26,5,4,204,54,3,27421524,results/q5_degree4_compact,p_T4_4_T2_T_3.compact.json
5,T^4 + 4*T^3 + 2*T + 2,4,26,5,4,204,53,3,27421524,results/q5_degree4_compact,p_T4_4_T3_2_T_2.compact.json
5,T^4 + 4*T^3 + 2*T^2 + 2,4,26,5,4,204,51,3,27421524,results/q5_degree4_compact,p_T4_4_T3_2_T2_2.compact.json
5,T^4 + 4*T^3 + 2*T^2 + 2*T + 4,4,26,5,4,204,51,3,27421524,results/q5_degree4_compact,p_T4_4_T3_2_T2_2_T_4.compact.json
5,T^4 + 4*T^3 + 2*T^2 + 3*T + 1,4,26,5,4,204,54,3,27421524,results/q5_degree4_compact,p_T4_4_T3_2_T2_3_T_1.compact.json
5,T^4 + 4*T^3 + 2*T^2 + 3*T + 2,4,26,5,4,204,54,3,27421524,results/q5_degree4_compact,p_T4_4_T3_2_T2_3_T_2.compact.json
5,T^4 + 4*T^3 + 2*T^2 + 4*T + 2,4,26,5,4,204,54,3,27421524,results/q5_degree4_compact,p_T4_4_T3_2_T2_4_T_2.compact.json
5,T^4 + 4*T^3 + 2*T^2 + 4*T + 3,4,26,5,4,204,54,3,27421524,results/q5_degree4_compact,p_T4_4_T3_2_T2_4_T_3.compact.json
5,T^4 + 4*T^3 + 2*T^2 + T + 4,4,26,5,4,204,53,3,27421524,results/q5_degree4_compact,p_T4_4_T3_2_T2_T_4.compact.json
5,T^4 + 4*T^3 + 3*T + 3,4,26,5,4,204,54,3,27421524,results/q5_degree4_compact,p_T4_4_T3_3_T_3.compact.json
5,T^4 + 4*T^3 + 3*T + 4,4,26,5,4,204,54,3,27421524,results/q5_degree4_compact,p_T4_4_T3_3_T_4.compact.json
5,T^4 + 4*T^3 + 3*T^2 + 1,4,26,5,4,204,47,3,27421524,results/q5_degree4_compact,p_T4_4_T3_3_T2_1.compact.json
5,T^4 + 4*T^3 + 3*T^2 + 3,4,26,5,5,204,55,4,27421524,results/q5_degree4_compact,p_T4_4_T3_3_T2_3.compact.json
5,T^4 + 4*T^3 + 3*T^2 + 3*T + 1,4,26,5,4,204,55,3,27421524,results/q5_degree4_compact,p_T4_4_T3_3_T2_3_T_1.compact.json
5,T^4 + 4*T^3 + 3*T^2 + T + 2,4,26,5,4,204,47,3,27421524,results/q5_degree4_compact,p_T4_4_T3_3_T2_T_2.compact.json
5,T^4 + 4*T^3 + 3*T^2 + T + 4,4,26,5,5,204,55,4,27421524,results/q5_degree4_compact,p_T4_4_T3_3_T2_T_4.compact.json
5,T^4 + 4*T^3 + 4,4,26,5,4,204,51,3,27421524,results/q5_degree4_compact,p_T4_4_T3_4.compact.json
5,T^4 + 4*T^3 + 4*T + 3,4,26,5,4,204,51,3,27421524,results/q5_degree4_compact,p_T4_4_T3_4_T_3.compact.json
5,T^4 + 4*T^3 + 4*T^2 + 2,4,26,5,4,204,55,3,27421524,results/q5_degree4_compact,p_T4_4_T3_4_T2_2.compact.json
5,T^4 + 4*T^3 + 4*T^2 + 4*T + 1,4,26,5,5,204,55,4,27421524,results/q5_degree4_compact,p_T4_4_T3_4_T2_4_T_1.compact.json
