q,p,deg_p,class_count,U,E,levels_scanned,incomplete_levels,largest_incomplete_degree,vectors_visited,result_directory,result_file
8,T^2 + (a^2 + a)*T + a,2,1,1,1,0,0,,0,results/q8,p_T2_a2pa_T_a.json
8,T^2 + (a^2 + a)*T + a^2 + 1,2,1,1,1,0,0,,0,results/q8,p_T2_a2pa_T_a2p1.json
8,T^2 + (a^2 + a)*T + a^2 + a,2,1,1,1,0,0,,0,results/q8,p_T2_a2pa_T_a2pa.json
8,T^2 + T + 1,2,1,1,1,0,0,,0,results/q8,p_T2_T_1.json
8,T^2 + T + a + 1,2,1,1,1,0,0,,0,results/q8,p_T2_T_ap1.json
8,T^2 + T + a^2 + 1,2,1,1,1,0,0,,0,results/q8,p_T2_T_a2p1.json
8,T^2 + T + a^2 + a + 1,2,1,1,1,0,0,,0,results/q8,p_T2_T_a2pap1.json
8,T^2 + a*T + 1,2,1,1,1,0,0,,0,results/q8,p_T2_a_T_1.json
8,T^2 + a*T + a,2,1,1,1,0,0,,0,results/q8,p_T2_a_T_a.json
8,T^2 + a*T + a^2,2,1,1,1,0,0,,0,results/q8,p_T2_a_T_a2.json
8,T^2 + a*T + a^2 + a + 1,2,1,1,1,0,0,,0,results/q8,p_T2_a_T_a2pap1.json
8,T^2 + a^2*T + 1,2,1,1,1,0,0,,0,results/q8,p_T2_a2_T_1.json
8,T^2 + a^2*T + a + 1,2,1,1,1,0,0,,0,results/q8,p_T2_a2_T_ap1.json
8,T^2 + a^2*T + a^2,2,1,1,1,0,0,,0,results/q8,p_T2_a2_T_a2.json
8,T^2 + a^2*T + a^2 + a,2,1,1,1,0,0,,0,results/q8,p_T2_a2_T_a2pa.json
8,T^3 + (a + 1)*T + a + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_ap1_T_ap1.json
8,T^3 + (a + 1)*T + a^2,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_ap1_T_a2.json
8,T^3 + (a + 1)*T + a^2 + a + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_ap1_T_a2pap1.json
8,T^3 + (a + 1)*T^2 + (a + 1)*T + a^2,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_ap1_T2_ap1_T_a2.json
8,T^3 + (a + 1)*T^2 + (a + 1)*T + a^2 + a,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_ap1_T2_ap1_T_a2pa.json
8,T^3 + (a + 1)*T^2 + (a + 1)*T + a^2 + a + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_ap1_T2_ap1_T_a2pap1.json
8,T^3 + (a + 1)*T^2 + (a^2 + a + 1)*T + a + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_ap1_T2_a2pap1_T_ap1.json
8,T^3 + (a + 1)*T^2 + (a^2 + a + 1)*T + a^2 + a,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_ap1_T2_a2pap1_T_a2pa.json
8,T^3 + (a + 1)*T^2 + (a^2 + a + 1)*T + a^2 + a + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_ap1_T2_a2pap1_T_a2pap1.json
8,T^3 + (a + 1)*T^2 + (a^2 + a)*T + a,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_ap1_T2_a2pa_T_a.json
8,T^3 + (a + 1)*T^2 + (a^2 + a)*T + a^2 + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_ap1_T2_a2pa_T_a2p1.json
8,T^3 + (a + 1)*T^2 + (a^2 + a)*T + a^2 + a,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_ap1_T2_a2pa_T_a2pa.json
8,T^3 + (a + 1)*T^2 + T + a,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_ap1_T2_T_a.json
8,T^3 + (a + 1)*T^2 + T + a^2,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_ap1_T2_T_a2.json
8,T^3 + (a + 1)*T^2 + T + a^2 + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_ap1_T2_T_a2p1.json
8,T^3 + (a + 1)*T^2 + a + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_ap1_T2_ap1.json
8,T^3 + (a + 1)*T^2 + a*T + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_ap1_T2_a_T_1.json
8,T^3 + (a + 1)*T^2 + a*T + a + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_ap1_T2_a_T_ap1.json
8,T^3 + (a + 1)*T^2 + a*T + a^2,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_ap1_T2_a_T_a2.json
8,T^3 + (a + 1)*T^2 + a^2 + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_ap1_T2_a2p1.json
8,T^3 + (a + 1)*T^2 + a^2 + a,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_ap1_T2_a2pa.json
8,T^3 + (a + 1)*T^2 + a^2*T + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_ap1_T2_a2_T_1.json
8,T^3 + (a + 1)*T^2 + a^2*T + a + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_ap1_T2_a2_T_ap1.json
8,T^3 + (a + 1)*T^2 + a^2*T + a^2 + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_ap1_T2_a2_T_a2p1.json
8,T^3 + (a^2 + 1)*T + a + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2p1_T_ap1.json
8,T^3 + (a^2 + 1)*T + a^2 + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2p1_T_a2p1.json
8,T^3 + (a^2 + 1)*T + a^2 + a,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2p1_T_a2pa.json
8,T^3 + (a^2 + 1)*T^2 + (a + 1)*T + a,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2p1_T2_ap1_T_a.json
8,T^3 + (a^2 + 1)*T^2 + (a + 1)*T + a + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2p1_T2_ap1_T_ap1.json
8,T^3 + (a^2 + 1)*T^2 + (a + 1)*T + a^2 + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2p1_T2_ap1_T_a2p1.json
8,T^3 + (a^2 + 1)*T^2 + (a^2 + 1)*T + a,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2p1_T2_a2p1_T_a.json
8,T^3 + (a^2 + 1)*T^2 + (a^2 + 1)*T + a + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2p1_T2_a2p1_T_ap1.json
8,T^3 + (a^2 + 1)*T^2 + (a^2 + 1)*T + a^2 + a,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2p1_T2_a2p1_T_a2pa.json
8,T^3 + (a^2 + 1)*T^2 + (a^2 + a)*T + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2p1_T2_a2pa_T_1.json
8,T^3 + (a^2 + 1)*T^2 + (a^2 + a)*T + a^2 + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2p1_T2_a2pa_T_a2p1.json
8,T^3 + (a^2 + 1)*T^2 + (a^2 + a)*T + a^2 + a + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2p1_T2_a2pa_T_a2pap1.json
8,T^3 + (a^2 + 1)*T^2 + T + a^2,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2p1_T2_T_a2.json
8,T^3 + (a^2 + 1)*T^2 + T + a^2 + a,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2p1_T2_T_a2pa.json
8,T^3 + (a^2 + 1)*T^2 + T + a^2 + a + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2p1_T2_T_a2pap1.json
8,T^3 + (a^2 + 1)*T^2 + a,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2p1_T2_a.json
8,T^3 + (a^2 + 1)*T^2 + a*T + a,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2p1_T2_a_T_a.json
8,T^3 + (a^2 + 1)*T^2 + a*T + a^2,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2p1_T2_a_T_a2.json
8,T^3 + (a^2 + 1)*T^2 + a*T + a^2 + a + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2p1_T2_a_T_a2pap1.json
8,T^3 + (a^2 + 1)*T^2 + a^2 + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2p1_T2_a2p1.json
8,T^3 + (a^2 + 1)*T^2 + a^2 + a + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2p1_T2_a2pap1.json
8,T^3 + (a^2 + 1)*T^2 + a^2*T + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2p1_T2_a2_T_1.json
8,T^3 + (a^2 + 1)*T^2 + a^2*T + a^2 + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2p1_T2_a2_T_a2p1.json
8,T^3 + (a^2 + 1)*T^2 + a^2*T + a^2 + a,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2p1_T2_a2_T_a2pa.json
8,T^3 + (a^2 + a + 1)*T + a,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2pap1_T_a.json
8,T^3 + (a^2 + a + 1)*T + a^2 + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2pap1_T_a2p1.json
8,T^3 + (a^2 + a + 1)*T + a^2 + a + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2pap1_T_a2pap1.json
8,T^3 + (a^2 + a + 1)*T^2 + (a^2 + 1)*T + a^2,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2pap1_T2_a2p1_T_a2.json
8,T^3 + (a^2 + a + 1)*T^2 + (a^2 + 1)*T + a^2 + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2pap1_T2_a2p1_T_a2p1.json
8,T^3 + (a^2 + a + 1)*T^2 + (a^2 + 1)*T + a^2 + a + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2pap1_T2_a2p1_T_a2pap1.json
8,T^3 + (a^2 + a + 1)*T^2 + (a^2 + a + 1)*T + a,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2pap1_T2_a2pap1_T_a.json
8,T^3 + (a^2 + a + 1)*T^2 + (a^2 + a + 1)*T + a^2,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2pap1_T2_a2pap1_T_a2.json
8,T^3 + (a^2 + a + 1)*T^2 + (a^2 + a + 1)*T + a^2 + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2pap1_T2_a2pap1_T_a2p1.json
8,T^3 + (a^2 + a + 1)*T^2 + (a^2 + a)*T + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2pap1_T2_a2pa_T_1.json
8,T^3 + (a^2 + a + 1)*T^2 + (a^2 + a)*T + a,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2pap1_T2_a2pa_T_a.json
8,T^3 + (a^2 + a + 1)*T^2 + (a^2 + a)*T + a^2 + a + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2pap1_T2_a2pa_T_a2pap1.json
8,T^3 + (a^2 + a + 1)*T^2 + T + a,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2pap1_T2_T_a.json
8,T^3 + (a^2 + a + 1)*T^2 + T + a + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2pap1_T2_T_ap1.json
8,T^3 + (a^2 + a + 1)*T^2 + T + a^2 + a,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2pap1_T2_T_a2pa.json
8,T^3 + (a^2 + a + 1)*T^2 + a + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2pap1_T2_ap1.json
8,T^3 + (a^2 + a + 1)*T^2 + a*T + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2pap1_T2_a_T_1.json
8,T^3 + (a^2 + a + 1)*T^2 + a*T + a + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2pap1_T2_a_T_ap1.json
8,T^3 + (a^2 + a + 1)*T^2 + a*T + a^2 + a + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2pap1_T2_a_T_a2pap1.json
8,T^3 + (a^2 + a + 1)*T^2 + a^2,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2pap1_T2_a2.json
8,T^3 + (a^2 + a + 1)*T^2 + a^2 + a + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2pap1_T2_a2pap1.json
8,T^3 + (a^2 + a + 1)*T^2 + a^2*T + a + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2pap1_T2_a2_T_ap1.json
8,T^3 + (a^2 + a + 1)*T^2 + a^2*T + a^2,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2pap1_T2_a2_T_a2.json
8,T^3 + (a^2 + a + 1)*T^2 + a^2*T + a^2 + a,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2pap1_T2_a2_T_a2pa.json
8,T^3 + (a^2 + a)*T + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2pa_T_1.json
8,T^3 + (a^2 + a)*T + a,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2pa_T_a.json
8,T^3 + (a^2 + a)*T + a + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2pa_T_ap1.json
8,T^3 + (a^2 + a)*T^2 + (a + 1)*T + a + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2pa_T2_ap1_T_ap1.json
8,T^3 + (a^2 + a)*T^2 + (a + 1)*T + a^2 + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2pa_T2_ap1_T_a2p1.json
8,T^3 + (a^2 + a)*T^2 + (a + 1)*T + a^2 + a + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2pa_T2_ap1_T_a2pap1.json
8,T^3 + (a^2 + a)*T^2 + (a^2 + 1)*T + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2pa_T2_a2p1_T_1.json
8,T^3 + (a^2 + a)*T^2 + (a^2 + 1)*T + a^2,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2pa_T2_a2p1_T_a2.json
8,T^3 + (a^2 + a)*T^2 + (a^2 + 1)*T + a^2 + a,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2pa_T2_a2p1_T_a2pa.json
8,T^3 + (a^2 + a)*T^2 + (a^2 + a + 1)*T + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2pa_T2_a2pap1_T_1.json
8,T^3 + (a^2 + a)*T^2 + (a^2 + a + 1)*T + a,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2pa_T2_a2pap1_T_a.json
8,T^3 + (a^2 + a)*T^2 + (a^2 + a + 1)*T + a^2 + a + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2pa_T2_a2pap1_T_a2pap1.json
8,T^3 + (a^2 + a)*T^2 + (a^2 + a)*T + a + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2pa_T2_a2pa_T_ap1.json
8,T^3 + (a^2 + a)*T^2 + (a^2 + a)*T + a^2,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2pa_T2_a2pa_T_a2.json
8,T^3 + (a^2 + a)*T^2 + (a^2 + a)*T + a^2 + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2pa_T2_a2pa_T_a2p1.json
8,T^3 + (a^2 + a)*T^2 + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2pa_T2_1.json
8,T^3 + (a^2 + a)*T^2 + T + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2pa_T2_T_1.json
8,T^3 + (a^2 + a)*T^2 + T + a,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2pa_T2_T_a.json
8,T^3 + (a^2 + a)*T^2 + T + a^2 + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2pa_T2_T_a2p1.json
8,T^3 + (a^2 + a)*T^2 + a^2,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2pa_T2_a2.json
8,T^3 + (a^2 + a)*T^2 + a^2 + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2pa_T2_a2p1.json
8,T^3 + (a^2 + a)*T^2 + a^2*T + a^2,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2pa_T2_a2_T_a2.json
8,T^3 + (a^2 + a)*T^2 + a^2*T + a^2 + a,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2pa_T2_a2_T_a2pa.json
8,T^3 + (a^2 + a)*T^2 + a^2*T + a^2 + a + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2pa_T2_a2_T_a2pap1.json
8,T^3 + T + a,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_T_a.json
8,T^3 + T + a^2,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_T_a2.json
8,T^3 + T + a^2 + a,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_T_a2pa.json
8,T^3 + T^2 + (a + 1)*T + a,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_T2_ap1_T_a.json
8,T^3 + T^2 + (a + 1)*T + a^2 + a,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_T2_ap1_T_a2pa.json
8,T^3 + T^2 + (a + 1)*T + a^2 + a + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_T2_ap1_T_a2pap1.json
8,T^3 + T^2 + (a^2 + 1)*T + a,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_T2_a2p1_T_a.json
8,T^3 + T^2 + (a^2 + 1)*T + a + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_T2_a2p1_T_ap1.json
8,T^3 + T^2 + (a^2 + 1)*T + a^2,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_T2_a2p1_T_a2.json
8,T^3 + T^2 + (a^2 + a + 1)*T + a^2,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_T2_a2pap1_T_a2.json
8,T^3 + T^2 + (a^2 + a + 1)*T + a^2 + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_T2_a2pap1_T_a2p1.json
8,T^3 + T^2 + (a^2 + a + 1)*T + a^2 + a,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_T2_a2pap1_T_a2pa.json
8,T^3 + T^2 + (a^2 + a)*T + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_T2_a2pa_T_1.json
8,T^3 + T^2 + (a^2 + a)*T + a + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_T2_a2pa_T_ap1.json
8,T^3 + T^2 + (a^2 + a)*T + a^2,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_T2_a2pa_T_a2.json
8,T^3 + T^2 + a,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_T2_a.json
8,T^3 + T^2 + a*T + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_T2_a_T_1.json
8,T^3 + T^2 + a*T + a^2 + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_T2_a_T_a2p1.json
8,T^3 + T^2 + a*T + a^2 + a,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_T2_a_T_a2pa.json
8,T^3 + T^2 + a^2,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_T2_a2.json
8,T^3 + T^2 + a^2 + a,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_T2_a2pa.json
8,T^3 + T^2 + a^2*T + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_T2_a2_T_1.json
8,T^3 + T^2 + a^2*T + a,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_T2_a2_T_a.json
8,T^3 + T^2 + a^2*T + a^2 + a + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_T2_a2_T_a2pap1.json
8,T^3 + a*T + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a_T_1.json
8,T^3 + a*T + a^2,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a_T_a2.json
8,T^3 + a*T + a^2 + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a_T_a2p1.json
8,T^3 + a*T^2 + (a + 1)*T + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a_T2_ap1_T_1.json
8,T^3 + a*T^2 + (a + 1)*T + a + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a_T2_ap1_T_ap1.json
8,T^3 + a*T^2 + (a + 1)*T + a^2,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a_T2_ap1_T_a2.json
8,T^3 + a*T^2 + (a^2 + 1)*T + a + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a_T2_a2p1_T_ap1.json
8,T^3 + a*T^2 + (a^2 + 1)*T + a^2 + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a_T2_a2p1_T_a2p1.json
8,T^3 + a*T^2 + (a^2 + 1)*T + a^2 + a + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a_T2_a2p1_T_a2pap1.json
8,T^3 + a*T^2 + (a^2 + a + 1)*T + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a_T2_a2pap1_T_1.json
8,T^3 + a*T^2 + (a^2 + a + 1)*T + a,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a_T2_a2pap1_T_a.json
8,T^3 + a*T^2 + (a^2 + a + 1)*T + a^2 + a,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a_T2_a2pap1_T_a2pa.json
8,T^3 + a*T^2 + (a^2 + a)*T + a,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a_T2_a2pa_T_a.json
8,T^3 + a*T^2 + (a^2 + a)*T + a + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a_T2_a2pa_T_ap1.json
8,T^3 + a*T^2 + (a^2 + a)*T + a^2 + a,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a_T2_a2pa_T_a2pa.json
8,T^3 + a*T^2 + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a_T2_1.json
8,T^3 + a*T^2 + T + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a_T2_T_1.json
8,T^3 + a*T^2 + T + a^2,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a_T2_T_a2.json
8,T^3 + a*T^2 + T + a^2 + a + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a_T2_T_a2pap1.json
8,T^3 + a*T^2 + a*T + a^2 + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a_T2_a_T_a2p1.json
8,T^3 + a*T^2 + a*T + a^2 + a,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a_T2_a_T_a2pa.json
8,T^3 + a*T^2 + a*T + a^2 + a + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a_T2_a_T_a2pap1.json
8,T^3 + a*T^2 + a^2 + a,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a_T2_a2pa.json
8,T^3 + a*T^2 + a^2 + a + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a_T2_a2pap1.json
8,T^3 + a^2*T + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2_T_1.json
8,T^3 + a^2*T + a^2 + a,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2_T_a2pa.json
8,T^3 + a^2*T + a^2 + a + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2_T_a2pap1.json
8,T^3 + a^2*T^2 + (a + 1)*T + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2_T2_ap1_T_1.json
8,T^3 + a^2*T^2 + (a + 1)*T + a,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2_T2_ap1_T_a.json
8,T^3 + a^2*T^2 + (a + 1)*T + a^2,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2_T2_ap1_T_a2.json
8,T^3 + a^2*T^2 + (a^2 + 1)*T + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2_T2_a2p1_T_1.json
8,T^3 + a^2*T^2 + (a^2 + 1)*T + a^2 + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2_T2_a2p1_T_a2p1.json
8,T^3 + a^2*T^2 + (a^2 + 1)*T + a^2 + a,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2_T2_a2p1_T_a2pa.json
8,T^3 + a^2*T^2 + (a^2 + a + 1)*T + a + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2_T2_a2pap1_T_ap1.json
8,T^3 + a^2*T^2 + (a^2 + a + 1)*T + a^2 + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2_T2_a2pap1_T_a2p1.json
8,T^3 + a^2*T^2 + (a^2 + a + 1)*T + a^2 + a + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2_T2_a2pap1_T_a2pap1.json
8,T^3 + a^2*T^2 + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2_T2_1.json
8,T^3 + a^2*T^2 + T + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2_T2_T_1.json
8,T^3 + a^2*T^2 + T + a + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2_T2_T_ap1.json
8,T^3 + a^2*T^2 + T + a^2 + a,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2_T2_T_a2pa.json
8,T^3 + a^2*T^2 + a,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2_T2_a.json
8,T^3 + a^2*T^2 + a + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2_T2_ap1.json
8,T^3 + a^2*T^2 + a*T + a,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2_T2_a_T_a.json
8,T^3 + a^2*T^2 + a*T + a^2,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2_T2_a_T_a2.json
8,T^3 + a^2*T^2 + a*T + a^2 + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2_T2_a_T_a2p1.json
8,T^3 + a^2*T^2 + a^2*T + a,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2_T2_a2_T_a.json
8,T^3 + a^2*T^2 + a^2*T + a + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2_T2_a2_T_ap1.json
8,T^3 + a^2*T^2 + a^2*T + a^2 + a + 1,3,9,5,4,1211,128,3,21233583,results/q8,p_T3_a2_T2_a2_T_a2pap1.json
11,T,1,1,1,1,0,0,,0,results/q11_low_degree,p_T.json
11,T + 1,1,1,1,1,0,0,,0,results/q11_low_degree,p_T_1.json
11,T + 10,1,1,1,1,0,0,,0,results/q11_low_degree,p_T_10.json
11,T + 2,1,1,1,1,0,0,,0,results/q11_low_degree,p_T_2.json
11,T + 3,1,1,1,1,0,0,,0,results/q11_low_degree,p_T_3.json
11,T + 4,1,1,1,1,0,0,,0,results/q11_low_degree,p_T_4.json
11,T + 5,1,1,1,1,0,0,,0,results/q11_low_degree,p_T_5.json
11,T + 6,1,1,1,1,0,0,,0,results/q11_low_degree,p_T_6.json
11,T + 7,1,1,1,1,0,0,,0,results/q11_low_degree,p_T_7.json
11,T + 8,1,1,1,1,0,0,,0,results/q11_low_degree,p_T_8.json
11,T + 9,1,1,1,1,0,0,,0,results/q11_low_degree,p_T_9.json
11,T^2 + 1,2,1,1,1,0,0,,0,results/q11_low_degree,p_T2_1.json
